numero_norma,version,sumilla,tipo,estado,sistema,fecha_publicacion,fecha_emision,enlace
Resolución SBS N° 2082-2022,v1.0,Establecen precisiones sobre aspectos de carácter prudencial y contable que deben ser consideradas por las COOPAC para la reprogramación de los créditos garantizados con el Fondo de Apoyo Empresarial a la MIPYME del Sector Turismo (FAE-TURISMO) en el marco del Decreto de Urgencia Nº 004-2022.,Resolución,Vigente,COOPAC,04/07/2022,01/07/2022,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66Ar+LIbOKeBV02kcyJ2IZ6vTLlQbX45klVY+OQIb6LzVGi+goZOxSvuigZ4QeVSUHe8k2+OD+ZWhYUYmTwxBz4QlYkEuwTYtIH9g3vkODpin
Resolución SBS N° 2055-2022,v1.0,Modifican el Reglamento del Fondo de Seguro de Depósitos Cooperativo y el Procedimiento Operativo para el Cálculo y Pago de las Primas al Fondo de Seguro de Depósitos Cooperativo.,Resolución,Vigente,COOPAC,01/07/2022,30/06/2022,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66Ar+LIbOKeBV02kcyJ2IZ6uevc+kJ7uElnEcGKq5t5pi3d7pXSwQGxIav9+dsruqfYEVu/kFeR09fIfKmzpBozyxBWudG+ZzgvirC/xh4wE4
Resolución SBS N° 1297-2022,v1.0,Aprueban el Reglamento de Auditoría Externa para las Cooperativas de Ahorro y Crédito No Autorizadas a Captar Recursos del Público.,Resolución,Vigente,COOPAC,22/04/2022,20/04/2022,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66Ar+LIbOKeBV02kcyJ2IZ6tbzMx8oZwAS+t2aLGwzUDG6TgMFqRilijmOILYXbNRkIgYxsoDzKz9xqsGYg/PCWGZZ798zYVqyuYfOi0OmqmN
Resolución SBS N° 1298-2022,v2.0,Aprueban el Reglamento de Auditoría Interna para las Cooperativas de Ahorro y Crédito No Autorizadas a Captar Recursos del Público.,Resolución,Vigente,COOPAC,22/04/2022,20/04/2022,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66Ar+LIbOKeBV02kcyJ2IZ6v2PpbcwuqgRRAow6LFnDuX+4ttw5nvnBiPGskU4a27WTfLw2pf9pfC5Nc4vOWahgOKgX90XiM+RJF7HxnICaQHJLrbdgPwP9/XAkBaB2YR1Q==
Resolución SBS N° 1087-2022,v1.0,"Autorizan al Fondo de Seguro de Depósitos Cooperativo para iniciar la recaudación de las primas que deben pagar las Cooperativas de Ahorro y Crédito miembros, en el mes de julio del año 2022.",Resolución,Vigente,COOPAC,04/04/2022,01/04/2022,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66Ar+LIbOKeBV02kcyJ2IZ6ufHCUjExULHcJ2Y+2182u4gd4aZsS3bkV84m8kdMb3e/T5wnTr89/RaBThv/0HZLnFgBZF3I8tCB3rcySGt/6X
Resolución SBS N° 967-2022,v1.0,Aprueban el Reglamento para la clasificación de las cooperativas de ahorro y crédito no autorizadas a captar recursos del público.,Resolución,Vigente,COOPAC,28/03/2022,25/03/2022,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66Ar+LIbOKeBV02kcyJ2IZ6sZVRQPg2MFXxymR8KeKNNJcz+WytEntJsIrUJ+fhfUU/XAzW6Fc9OO3OaSbGhGNBaLHTu4R7NOgLf2jL0NMgHy
Resolución SBS N° 461-2022,v1.0,"Modifican el Manual de Contabilidad para las Cooperativas de Ahorro y Crédito No Autorizadas a Captar Recursos del Público de Nivel 2 y 3, aprobado por Resolución SBS Nº 577-2019 y sus modificatorias.",Resolución,Vigente,COOPAC,15/02/2022,14/02/2022,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66Ar+LIbOKeBV02kcyJ2IZ6vXiXW3ap9rYWfxIaY7ogiFwVwwL6SkVOBwzA04fKCUAGCJZ4Fe0BSdrrNxxHfyI9DTsTGbIx2wPOo93JSp7Q1S
Resolución SBS N° 2655-2021,v1.0,Aprueban el Procedimiento para la realización de la Asamblea General de Intervención en el marco del Régimen de Intervención de Cooperativas de Ahorro y Crédito No Autorizadas a Captar Recursos del Público de los Niveles 1 y 2 y modifican el Reglamento General de las Cooperativas de Ahorro y Crédito No Autorizadas a Captar Recursos del Público.,Resolución,Vigente,COOPAC,10/09/2021,08/09/2021,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66Ar+LIbOKeBV02kcyJ2IZ6vm4t8fmk171ToUo536LqrdUNsvE/hoHVO8FxahT8mCPH1Nu3X7Z2QLkJ5zTKgcv0QAn2DR2+EyjHWa+/WBlxeV
Resolución SBS N° 2570-2021,v1.0,"Sustituyen el Artículo Tercero de la Resolución SBS N° 480-2019, que aprobó el Reglamento General de las Cooperativas de Ahorro y Crédito No Autorizadas a Captar Recursos del Público.",Resolución,Vigente,COOPAC,03/09/2021,02/09/2021,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66Ar+LIbOKeBV02kcyJ2IZ6vMC1MkcdCCZNRCaP4jN24L8OJ/VrmFSTcSKyDUNU7HHt/wng2kl5buIHQPtc5VjU1yy16nQlPcbtuYObc4VswD
Resolución SBS N° 2429-2021,v2.0,Aprueban el Reglamento para la realización temporal de actividades en modelos novedosos y modifican el Reglamento para la Gestión del Riesgo Operacional.,Resolución,Vigente,"SF, SS, SPP, COOPAC, AFOCAT",20/08/2021,19/08/2021,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66Ar+LIbOKeBV02kcyJ2IZ6vPhVVY/Pv4VF4ETPoJioLe4GjSEXi5rNyS41HE8RE4SLGPLZuLOPH6FD6msZTAp1XG+BNrPlz2ehxjJF37CD/LZpsKyWg9lwU5ZuVn/IZpTsLGjjQRdNp5cJTfWgY12tPFnSUHLuQfrpALVL7NHJkD
Resolución SBS N° 2354-2021,v1.0,Modifican el Manual de Contabilidad para las Cooperativas de Ahorro y Crédito No Autorizadas a Captar Recursos del Público de Nivel 2 y 3 y dictan otras disposiciones,Resolución,Vigente,COOPAC,13/08/2021,12/08/2021,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66Ar+LIbOKeBV02kcyJ2IZ6sLBFllEvGtrFLhlNzbc8Q5uXbdUpn4SnxmxS6Ml1UZe/O+2zUBfDVloTaB5iZcrPDVti+OBQk0rjkCgzw+tZO5
Oficio Múltiple N° 20843-2021-SBS,v1.0,Determinación de la clasificación crediticia del deudor,Oficio múltiple,Vigente,COOPAC,,26/04/2021,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66Ar+LIbOKeBV02kcyJ2IZ6u0gRMntUHfCJGXM8e3GwI53p3FQcYsI7h5kjRzJsOoG0lJpUwqUropLxEcw0XUcjLadscGb0ztYAJ1Z4Px43zJNAhTLk5mRGjcJUyLrmuhVQ==
Resolución SBS N° 1171-2021,v1.0,"Modifican el estatuto del Fondo de Seguro de Depósitos Cooperativo, aprobado por la Resolución SBS Nº 158-2020.",Resolución,Vigente,COOPAC,23/04/2021,20/04/2021,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66Ar+LIbOKeBV02kcyJ2IZ6tj8Go4HFTFiEYhB2Ig5DCbXDgVzkN2tCgLeFF1YVzc0XrvD/xlmHiBX7c+481rZHaWolh7yK0txN7t8ASWYBkV
Circular COOP-46-2021,v1.0,Sistema de Reporte de Auditoría Interna para Cooperativas de Ahorro y Crédito No Autorizadas a Captar Recursos del Público (SIRAI-COOPAC).,Circular,Vigente,COOPAC,20/04/2021,19/04/2021,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66Ar+LIbOKeBV02kcyJ2IZ6vjiUIDohhlLoXxtm+tcUZ8UKi6cYwEHksZgl0TVsadwoi4523zi0gnbHshaOYk9SOa9p+MgSKH2ADLZgIKTgPY0FVbAxQ07gEnTUuChsMVxg==
Resolución SBS N° 1142-2021,v1.0,Modificación del Reglamento de Regímenes Especiales y de la Liquidación de las Cooperativas de Ahorro y Crédito No Autorizadas a Captar Recursos del Público,Resolución,Vigente,COOPAC,20/04/2021,16/04/2021,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66Ar+LIbOKeBV02kcyJ2IZ6vpuFtmpforv7csPF5v9/wSlIPHEUnGRZ1/WaFS0jcU3RDevuMwdz9W59vkZrG3TKQJB+xAJsQiIdjXobvijWsU
Resolución SBS N° 977-2021,v1.0,Establecen precisiones sobre aspectos de carácter prudencial y contable que deben ser consideradas por las COOPAC de Nivel 2 y 3 que participen en el marco del PAE-MYPE y modifican el Manual de Contabilidad para las Cooperativas de Ahorro y Crédito No Autorizadas a Captar Recursos del Público de Nivel 2 y 3.,Resolución,Vigente,COOPAC,01/04/2021,31/03/2021,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66Ar+LIbOKeBV02kcyJ2IZ6tfZ8CsBK3XlYKHLBhDDWQnJntDxkAKlid0QmNu+8WMQSRSAgWJfU9k3wWTwQp/SYapAbbrgioYpY/h55NCmpiT
Circular COOP-45-2021,v1.0,"Sistema de Registro de Directivos, Gerentes y Principales Funcionarios (REDIR-COOPAC) para cooperativas de ahorro y crédito no autorizadas a captar recursos del público y centrales.",Circular,Vigente,COOPAC,22/03/2021,18/03/2021,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66Ar+LIbOKeBV02kcyJ2IZ6sbd5xmjIDzKRvVUo8XglVL85WsLyw2jJxWsdkMbX1JJpqmiUpLtX1RUfecvr4grgOmX3c0PxFdpvT93cRmoMN1INPL/09sZBe+PY9Y8u/1Rw==
Oficio Múltiple N° 11287-2021-SBS,v1.0,Medidas prudenciales complementarias relacionadas al Estado de Emergencia Nacional.,Resolución,Vigente,COOPAC,,03/03/2021,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66Ar+LIbOKeBV02kcyJ2IZ6ukLo73f/7ZjcI6CoB2pu643pKH1rBAaZ2r2G6jVzb91f5r5MBt6zB7rQ83NyAhm1E8OR1Lx38CtoVRMMYdE1z8V0lOZ/3SSOF4drp9diRWdQ==
Resolución SBS N° 439-2021,v1.0,"Autorizan al Fondo de Seguro de Depósitos Cooperativo para iniciar la recaudación de las primas que deben pagar las Cooperativas de Ahorro y Crédito miembros, en el mes de abril del año 2022; y modifican lo dispuesto en el segundo párrafo de la tercera diposición complementaria final de la Resolución SBS Nº 5061-2018",Resolución,Vigente,COOPAC,16/02/2021,12/02/2021,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66Ar+LIbOKeBV02kcyJ2IZ6s9AocFsw8CqSCWXruHqgAoUS9f0VZoEDBlb+pzEGLZvp+B/f7c39SfGc3FtPD3spOjAxtuPvDTNiu2UApzMkSC
Resolución SBS N° 311-2021,v1.0,"""Convenio de responsabilidad sobre información remitida mediante el aplicativo SEI"" por parte de las Cooperativas de Ahorro y Crédito no autorizadas a captar recursos del público u operar con terceros (COOPAC).",Resolución,Vigente,COOPAC,02/02/2021,01/02/2021,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66Ar+LIbOKeBV02kcyJ2IZ6te7hPplX43Yvl9xLmjnmzyHKYh01pJOagw4iZ5q7BeTaW2Mp/we5wBeo3U3bxOWpAJDwL3Agbhj0GSCNs5cafq
Resolución SBS N° 2980-2020,v1.0,Modifican el Reglamento General de las Cooperativas de Ahorro y Crédito No Autorizadas a Captar Recursos del Público.,Resolución,Vigente,COOPAC,28/11/2020,27/11/2020,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66Ar+LIbOKeBV02kcyJ2IZ6vNWHLtQIb0d0R90lokPplK3TDtsrS0ycBlN0c4RZZrBgz1jf3I68YbvrleuxOH72jqm/1OPwlIIqvoBt5W2bWx
Oficio Múltiple N° 28681-2020,v1.0,Precisiones sobre los Programas creados por el Gobierno durante el Estado de Emergencia Nacional,Oficio múltiple,Vigente,COOPAC,,12/10/2020,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66Ar+LIbOKeBV02kcyJ2IZ6s7WVAeBRQ7fk8f06vLdP0KWxwt8TIeIZDjXpupgx0QF1/yRuOMwi37/93BdaRhVtYsd4AOU3L8cWqz94nQjMYxbo2sOxqM4Phv/iOMfeHF+g==
Resolución SBS N° 2364-2020,v1.0,Establecen precisiones que deben ser consideradas por las COOPAC que participen en el marco del FAE-TURISMO y del FAE-AGRO y modifican el Manual de Contabilidad para las Cooperativas de Ahorro y Crédito No Autorizadas a Captar Recursos del Público de Nivel 2 y 3.,Resolución,Vigente,COOPAC,30/09/2020,29/09/2020,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66PIwO9B2GmahyzPxCppervqsIPmQyOLb0TW0hBwfqxQGkwdVCPPaw/yBIBbj02oveT2L2bscpUGyc2S1LolS12lqEEDt0lo/PenSGPQ+N8nI
Resolución SBS N° 2157-2020,v1.0,Modifican el Reglamento de Registro Nacional de Cooperativas de Ahorro y Crédito No Autorizadas a Captar Recursos del Público y de las Centrales y diversos procedimientos en el Texto Único de Procedimientos Administrativos de la SBS.,Resolución,Vigente,COOPAC,08/09/2020,04/09/2020,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66PIwO9B2GmahyzPxCppervoHn9jkFbdg0KsYe/JI/WJXy7Zmsb0XYwt50oZJujv7HLZtX9NyXQCef3+r4vPIwOde3zVWM39VqEKvSvk7V10Z
Oficio Múltiple N° 17658-2020-SBS,v1.0,"Precisiones sobre modificaciones realizadas al Reglamento General de las Cooperativas de Ahorro y Crédito No Autorizadas a Captar Recursos del Público, aprobado por Resolución SBS N° 480-2019.",Oficio múltiple,Vigente,COOPAC,,23/07/2020,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66PIwO9B2GmahyzPxCppervp9Bk1pn7FKpauY1giID3wtJpjknbDSRPRJtXf4FaEdnCiLJAFz0BXARy+wWmaeJJS5wZRRxxCP6fi2dVLEwyeqaA5mIdxbFsl9wLrAGL24fw==
Resolución SBS N° 1765-2020,v1.0,"Modifican el Manual de Contabilidad para las Cooperativas de Ahorro y Crédito No Autorizadas a Captar Recursos del Público de Nivel 2 y 3, aprobado por Resolución SBS N° 577-2019 y dictan otras disposiciones.",Resolución,Vigente,COOPAC,07/07/2020,06/07/2020,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66PIwO9B2GmahyzPxCppervozTczmmZUydJSQhv9IcnGKP0WpKo45HL5ZkMVt5Ps23zLVlQkTWmhmVLWdHGG0CP/toD8HYwP6y3REUhXqZHYy
Resolución SBS Nº 1561-2020,v1.0,Modifica el Reglamento General de las Cooperativas de Ahorro y Crédito No Autorizadas a Captar Recursos del Público y el Reglamento de Patrimonios Autónomos de Seguro de Crédito de las Cooperativas de Ahorro y Crédito (COOPAC).,Resolución,Vigente,COOPAC,12/06/2020,11/06/2020,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66PIwO9B2GmahyzPxCppervo6F0bMiP6sN3vHyDdnvQAcp5CwX+A8oyG83uA8AtZHW7WmQHKiLleD09GJ6zQYt9eGXiBdAmLLb9ahQ95YWrqmCOZsCPEbIGL5aSLKGuQF2w==
Resolución SBS N° 1537-2020,v1.0,Amplían suspensión del cómputo de plazos administrativos relacionados con funciones y atribuciones de la SBS y dictan diversas disposiciones,Resolución,Vigente,"SF, SS, SPP, COOPAC, AFOCAT, LA/FT_SBS",08/06/2020,05/06/2020,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66PIwO9B2GmahyzPxCppervoWO26VYYTSlq6iCr0Bq7jICf4SoDxKJ5JUzRJE4aPWUw/8qR3b0/cvsDQANKDMqIwAVMGA7zA+LTIP4qmc9HxxxsMYda4ZNNYdd3Qv20i1cw==
Resolución SBS N° 1439-2020,v1.0,"Se autoriza al Fondo de Seguro de Depósitos Cooperativo para iniciar la recaudación de las primas que deben pagar las Cooperativas de Ahorro y Crédito miembros, en el mes de abril del año 2021; y se modifica la tercera disposición complementaria final de la Resolución SBS N° 5061-2018.",Resolución,Vigente,COOPAC,29/05/2020,28/05/2020,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66PIwO9B2GmahyzPxCppervpLvoO5Bj8LfU/7hemzeb+Yr4AonIfHiGKB8MfoJsggu8dBB7Myv2/8q+es38eWi1J+McHwfiK0cTCVca2CBF/uO3fuHHPneOp+zOd7MrqvkQ==
Resolución SBS Nº 1407-2020,v1.0,Amplían la suspensión del cómputo de plazos dispuesta mediante Resolución SBS Nº 1259- 2020 y dictan otras disposiciones.,Resolución,Vigente,"SF, SS, SPP, COOPAC, AFOCAT, LA/FT_SBS",26/05/2020,25/05/2020,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66PIwO9B2GmahyzPxCppervr0/rHTWwgULf1JXQG1FTjf2bZw71dycnP4ISBLyKWP7t1Qc1RxzVZgd+hOTApswtmNmZ6EQoujLQznPKhDMFtwEDDPRl1uc1h1VBtEMFMToQ==
Resolución SBS N° 1311-2020,v1.0,"Se amplía la suspensión del cómputo de plazos dispuesta mediante Res. SBS N° 1259-2020, relacionados con funciones, atribuciones y entrega de información de la SBS, hasta el 10 de mayo de 2020 inclusive.",Resolución,Vigente,"SF, SS, SPP, COOPAC, AFOCAT, LA/FT_SBS",27/04/2020,25/04/2020,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66PIwO9B2GmahyzPxCppervp2837kW3qL2IGxI/wdgINrrvb6TK9MCIDD1RDXsTUU0kaENtaCPYJsthIoTJ5PJ2SN6JcJC8ARlVeSpYh+Gshs4mC8/uw3cQv+gzU4eYOZxQ==
Resolución SBS N° 1285-2020,v1.0,Modifican el Reglamento General de las Cooperativas de Ahorro y Crédito No Autorizadas a Captar Recursos del Público.,Resolución,Vigente,COOPAC,15/04/2020,14/04/2020,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66PIwO9B2GmahyzPxCppervp0Hq+sKliYheJ9x4zafdBFyap+4+MG3y4AGhOL9uXWf5fJYACktMaFUJlyNx3bgRDPO06dF6ejH8hCXZL1As6cof+fVMjMfYBXde+GucEp3g==
Resolución SBS N° 1280-2020,v1.0,Amplían suspensión del cómputo de plazos a los que se refiere la Resolución de Superintendencia Nº 1268-2020.,Resolución,Vigente,"SF, SS, SPP, COOPAC, AFOCAT, LA/FT_SBS",14/04/2020,11/04/2020,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66PIwO9B2GmahyzPxCppervrQ/CA0G8EfAqQXDvfGaJqXv8HvQee0+5VjfOmtNNDRNtM96R9g15I1yVv83brmvJ7oLv64Vk1fS7xGRCjYbsBJJrEL+xlqmeph0NBE3n32xw==
Resolución SBS N° 1266-2020,v1.0,Autorizan al Fondo de Seguro de Depósitos Cooperativo para iniciar la recaudación de las primas que deben pagar las Cooperativas de Ahorro y Crédito miembros en el mes de julio del año 2020.,Resolución,Vigente,COOPAC,28/03/2020,27/03/2020,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66PIwO9B2GmahyzPxCppervrL2RaVWd/dBPsGrpNp8xnnvDGsvkccXyS+yeySkwBrdNmtJZrkD/5UGdwdsCyecCt9q1+tmj1ytFqiCMwkhmOaaPhQcZEr1GyfkiH1yWSPJA==
Resolución SBS N° 1268-2020,v1.0,"Amplían la suspensión del cómputo de plazos administrativos relacionados con las funciones y atribuciones que corresponden a la SBS, incluyendo los establecidos a los que se refieren los artículos 252 y 253 del TUO de la Ley N° 27444.",Resolución,Vigente,"SF, SS, SPP, COOPAC, AFOCAT, LA/FT_SBS",29/03/2020,27/03/2020,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66PIwO9B2GmahyzPxCppervoVmWKNktG41WtqqBJQNo6THYwMg1S7VtYe99PRtpV5mtAInWMrWRV8oNopCjDDJ0dPOA7CpTGwa1fUYida7ghKK5/3/ZtQL+zSltPuYrrHXg==
Resolución SBS N° 1259-2020,v1.0,"Suspensión de plazos administrativos relacionados con las funciones y atribuciones que corresponden a esta Superintendencia, en el marco del ¿Estado de Emergencia Nacional¿ (Decreto Supremo N° 044-2020-PCM )",Resolución,Vigente,"SF, SS, SPP, COOPAC, AFOCAT, LA/FT_SBS",20/03/2020,16/03/2020,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66PIwO9B2GmahyzPxCppervpVeFFAfBXRrJevDFjPinrGsOnkST+R0Z7ErO5Gii7zoomgpBQtz7hYRbFtmsN5vdCvvuCmKqyD7qh3vvV4VG6QBY7cSoAMCG5O/Ua1X1TV3w==
Resolución SBS N° 493-2020,v1.0,Modifican el Reglamento General de las Cooperativas de Ahorro y Crédito No Autorizadas a Captar Recursos del Público y dictan diversas disposiciones,Resolución,Vigente,COOPAC,31/01/2020,30/01/2020,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66PIwO9B2GmahyzPxCppervp4BMe4G5rglENV+gpk0tO1YiyFqobI3IzxxtVk757mVnytx9Q0CNCIojIiKc9Kfq3+zziVTQBTKYb8oaMC/e1p
