numero_norma,version,sumilla,tipo,estado,sistema,fecha_publicacion,fecha_emision,enlace
Resolución SBS N° 3949-2019,v1.0,"Se aprueba la Plantilla ROSEL que deben utilizar sujetos obligados a informar a que se refieren la Ley N° 29038 y el D.S. N° 020-2017-JUS, para cumplir con su obligación de comunicar a la UIF-Perú y dictan otras disposiciones",Resolución,Vigente,"LA/FT_SBS, LA/FT_UIF, LA/FT_superv, LA/FT_otros, LA/FT_grles",04/09/2019,28/08/2019,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66PIwO9B2GmahyzPxCppervrrfW9+k3RFlOmdRqFqa59Ugj6axxtafRsvGXdOl2K+eviNQLzc3SrMXJFPgFyU/A1NVebxcn9qzuA7spEnPRJQVEP/SwYLoOQ/sA79+4tMXQ==
Resolución SBS N° 2794-2019,v2.0,Establecen disposiciones para el envío de los Informes Semestrales del Oficial de Cumplimiento (ISOC) y del Informe Anual del Oficial de Cumplimiento (IAOC) a la UIF-Perú.,Resolución,Vigente,"LA/FT_UIF, LA/FT_otros",21/06/2019,19/06/2019,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66PIwO9B2GmahyzPxCppervqk+2Ww6GtHOEq1jh5nJYkskDxvIQUwchFbSpLVFil9U0z/87a9zPjc4zdH8rJxEWqTTQWsmBWmeSiaSUZG060pGLZmR7lzcmaxtnFA6DBIPMj8dXjIZJBBSVjG2Ir3w6U=
Resolución SBS N° 1310-2019,v1.0,"Modifican Reglamento de Infracciones y Sanciones de la SBS, aprobado mediante la Res. N° 2755- 2018.",Resolución,Vigente,"COOPAC, LA/FT_UIF",29/03/2019,27/03/2019,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66PIwO9B2GmahyzPxCppervoaC3v20BQLpZue/H4PWs3dKEN6YzVQNosZXiABcLfgjAKfIFqQTnxlXpJYmsUMbfngoH2hm9hWsnHUZaH+8B4DeUijdBZhBmjOVKn6dlYkrA==
Resolución SBS N° 5060-2018,v1.0,Reglamento para la prevención del lavado de activos y del financiamiento del terrorismo aplicable a las Cooperativas de Ahorro y Crédito no autorizadas a operar con recursos del público,Resolución,Vigente,"LA/FT_SBS, LA/FT_UIF",28/12/2018,26/12/2018,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66PIwO9B2GmahyzPxCppervqIJL7ANAf7fI83+LnLdq41iNMtnY0eoaBJaHwZbrxdntb/cIO6P6R3G2o6rS92T+faRgwvFsqT5AkenBtDhbep
Resolución SBS N° 1201-2018,v1.0,"Modifican Normas para el Registro de Empresas y Personas que efectúan Operaciones Financieras o de Cambio de Moneda, supervisadas en materia de prevención del lavado de activos y del financiamiento del terrorismo por la SBS, a través de la UIFPerú.",Resolución,Vigente,LA/FT_UIF,01/04/2018,28/03/2018,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66PIwO9B2GmahyzPxCppervr7xLEbTubROtKpcDa+Jypb0KIJw+eMhaNRcErIU8Y1G7HU/+qXPuozvm3GZncyUyosKYsUNqGr3Y9cjimWcTpYG4pDIr83bucyKObp7Eeo9g==
Resolución SBS N° 789-2018,v7.0,"Norma para la prevención del lavado de activos y del financiamiento del terrorismo aplicable a los sujetos obligados bajo supervisión de la UIF - Perú, en materia de prevención del lavado de activos y del financiamiento del terrorismo",Resolución,Vigente,"LA/FT_UIF, LA/FT_otros",03/03/2018,28/02/2018,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66PIwO9B2GmahyzPxCppervqrdP3i02mRRrXERzPXZWhQ4ALw/VWMSSfi0jFkYhXAOo6R3YnDzqQvIw10KOYtMU78QHy3x+e8g9LkoZ1EOR16qD5N2Cy18kO3ar1bdSD8XiAsaTadZPib70LC5ZtKOwwZWnhkdr5qpbrZ7MQA/UIM
Resolución SBS Nº 369-2018,v1.0,Aprueban la Norma para la prevención del lavado de activos y del financiamiento del terrorismo aplicable a los sujetos obligados bajo el sistema acotado de prevención del lavado de activos y del financiamiento del terrorismo.,Resolución,Vigente,"LA/FT_UIF, LA/FT_otros",03/02/2018,31/01/2018,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66PIwO9B2GmahyzPxCppervomVqQFenT0oNYSe62pJjt9Q8dfjmQOvWjRpi2lfxGjkKS1L9WT8nOkdsJJvxtnJNve0v0b5EtvTO0N9bOcNVYTf86axiK6tzbMWg1JGqrOYg==
Resolución SBS N° 4705-2017,v1.0,Modifican el Reglamento de Gestión de Riesgos de Lavado de Activos y del Financiamiento del Terrorismo. (Ver plazos de adecuación establecidos en el artículo 2°),Resolución,Vigente,"SF, SS, SPP, LA/FT_SBS, LA/FT_UIF",11/12/2017,06/12/2017,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66PIwO9B2GmahyzPxCppervpiykx7kxZqYnJlAhvCmq2susJDMY2d82z0niAlOeAOgva1IzP//eqPmvAm01CelEI13T1upqgOuRLSCsYdoM3Y
Resolución SBS N° 1515-2017,v1.0,Suspenden la aplicación de plazos referidos a la presentación de avisos de siniestros y a los procesos de atención de siniestros ocurridos en las zonas del país declaradas en Estado de Emergencia.,Resolución,Vigente,"SF, SS, SPP, LA/FT_SBS, LA/FT_UIF, LA/FT_superv, LA/FT_otros, LA/FT_grles",13/04/2017,12/04/2017,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66PIwO9B2GmahyzPxCppervrFOmLTiGqoQhdMjgcPGS48BIhZufP1cCL6W8Ogpv8LbcFN8W53ojUYmpzMIOSx0B0JXIYrA8jJBO4GqJsEM2Pqf7szL+rUy1fnqYF3uY51tw==
Resolución SBS N° 4349-2016,v3.0,Norma sobre funciones y cargos ocupados por personas expuestas políticamente (PEP) en materia de prevención del lavado de activos y del financiamiento del terrorismo.,Resolución,Vigente,"LA/FT_SBS, LA/FT_UIF, LA/FT_otros",14/08/2016,11/08/2016,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66PIwO9B2GmahyzPxCppervqV15oZhwbMvNXQ/NbYt+3WITqc9u87gvDZxWgnNCxRU7PYkUvlvC8FEd3H1kNYovI21jU0ehkmVsH6n9WXcVrWZYHtns5JF04f56f+5zx6txfv4/WFYogouAtLBiM33eZ89eHnXTa1F6ISI4p9au21
Resolución SBS N° 3862-2016,v3.0,"Aprueban Norma que regula los mecanismos y procedimientos para que la UIF - Perú congele administrativamente los fondos u otros activos de las personas o entidades vinculadas al terrorismo y al financiamiento del terrorismo, así como de aquellas vinculadas a la proliferación de armas de destrucción masiva y su financiamiento, identificadas en el marco de las Resoluciones del Consejo de Seguridad de las Naciones Unidas.",Resolución,Vigente,"SF, SS, SPP, LA/FT_SBS, LA/FT_UIF, LA/FT_otros",16/07/2016,13/07/2016,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66PIwO9B2GmahyzPxCppervryxyNwRDa3M09O1sydkttH22jW/PVmBjwEn6ibb6eQs7irXO35XssKZKJraBaDtsH0cMLoqPY/I1PCnda60Fu48xAItSLRKUt93nqDAvoSiA==
Circular SO-2-2016,v1.0,Envío de Informe Anual del Oficial de Cumplimiento a la UIF-Perú en medio electrónico,Circular,Vigente,LA/FT_UIF,16/01/2016,13/01/2016,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66PIwO9B2GmahyzPxCppervo9OXAWxE+IYQk39iFy8E4PNwosKidKuSvHj15O2/k+AsWstu8y1/uZMcHxHxMBaPPLMKRe+P3O3xrLu4ehSFPh
Resolución SBS N° 3322-2015,v1.0,"Modifica los artículos 10° y 21° del Reglamento de Infracciones y Sanciones en materia de Prevención del Lavado de Activos y del Financiamiento del Terrorismo, aprobado por la Resolución SBS Nº 8930-2012",Resolución,Vigente,"LA/FT_UIF, LA/FT_otros",10/06/2015,10/06/2015,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66PIwO9B2GmahyzPxCppervpP9lDjFhzql2k96J+zVtxnnVW3XFrhulQzPDIjMKhXfooj/yp32KhcisHJlwXb4AlSwDZKhv0Ox6M/r6PEzc6F
Resolución SBS N° 7314-2013,v1.0,"Modifica el Anexo 1 del Reglamento de Infracciones y Sanciones en Materia de Prevención del Lavado de Activos y del Financiamiento del Terrorismo, aplicable a los sujetos obligados que no cuentan con organismo supervisor, aprobado por el Artículo Segundo de la Resolución SBS N° 8930-2012",Resolución,Vigente,"LA/FT_UIF, LA/FT_otros",13/12/2013,13/12/2013,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66PIwO9B2GmahyzPxCppervq8RXlMLXKc8aAQCjQhrry98sXSzTOAyqf9BaCgPxIqKLrxKG9gQi+jsvKlsAOnmE/nU1A2UXKst1pcrlAZNoBCS3V8J0W99VhyUawAQwHpEg==
Resolución SBS N° 4034-2013,v1.0,Modifican Normas Especiales para la Prevención del Lavado de Activos y del Financiamiento del Terrorismo aplicable a los Notarios.,Resolución,Vigente,LA/FT_UIF,05/07/2013,03/07/2013,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66PIwO9B2GmahyzPxCppervpRKEPGKkbMODyLfaa9M2mbm1n7FdAy8a5njPmklGPfUTwv7ypKb+xPBhDNS8iWYYQU+TxvD3EmxC3N1mw0u2rq6k4MKQpmiSuDhfaBxV+JMA==
Resolución SBS N° 565-2013,v1.0,"Modifican el Artículo Segundo de las Normas Especiales para la Prevención del Lavado de Activos y del Financiamiento del Terrorismo aplicable a los Notarios, aprobadas por Res. SBS N°5709-2012",Resolución,Vigente,LA/FT_UIF,23/01/2013,23/01/2013,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66PIwO9B2GmahyzPxCppervqXz7cZPVDsFhgoBV8JKRuzGYoGmPUWZ2d4FSRTKumpdVviqKSqHtJFZ2z0XGakqfaPef9DGbegIokRIHTtpphj11kQpXmj6qtna5dCogdiKA==
Resolución SBS N° 8930-2012,v10.0,Reglamento de Infracciones y Sanciones en Materia de Prevención del Lavado de Activos y del Financiamiento del Terrorismo,Resolución,Vigente,"LA/FT_UIF, LA/FT_otros",28/11/2012,28/11/2012,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66PIwO9B2GmahyzPxCppervrVQwrNLRDGOtRB4pXTGGWqACL1uIfD58T+gfIEIxQL9yeO9dj+9UM2QCMEsQl5DrmTDPNxqFE9zzAi8aX5gL5WIr6ciQ3gc3NXz2eYawtd59budiYVvQyskLM0Nxwwu8I=
Resolución SBS N° 14998-2009,v1.0,"Mediante Res SBS 14998-2009, modifican la Norma para la Prevención del LA/FT de aplicación general a los sujetos obligados a informar que carecen de organismos supervisores, aprobada por Res SBS 486-2008.",Resolución,Vigente,LA/FT_UIF,14/11/2009,12/11/2009,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66PIwO9B2GmahyzPxCppervoIfCKbaBJe/zFGqQyzwR25b5BuhkykBoCnabVLMgn0JFawkQ+h1kn3/ssG03lTKVsAbd1K+/UyazkPc/c362efCY8xUWy0ZnkA8aeS5OsphQ==
