numero_norma,version,sumilla,tipo,estado,sistema,fecha_publicacion,fecha_emision,enlace
Oficio Múltiple N° 16856-2021-SBS,v1.0,Uso de medios remotos en línea adicionales para el traspaso de aportes obligatorios en el Sistema Privado de Pensiones.,Oficio múltiple,Vigente,SPP,,05/04/2021,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66Ar+LIbOKeBV02kcyJ2IZ6vLPjZNO7rppbkxq2Co2/MH8wjiR95UTUWbCiRXhfNFr6//3IiIFF9qjPI9Gnc2zJU5pQ9D18X+j28yO6R1J4Ee74ijAxSHBm3bUDRapCCv/g==
Oficio Múltiple N° 12959-2021-SBS,v1.0,Pensión de sobrevivencia para los hijos beneficiarios que continúan estudios superiores en entidades no licenciadas por la SUNEDU.,Oficio múltiple,Vigente,SPP,,11/03/2021,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66Ar+LIbOKeBV02kcyJ2IZ6v6PuiFAUQK27Trpi7tpDj7aXQGnOIg3xx32/SIqwTPoGXdpfoehMu0zl7s3pNY0NylrMZVFmSCP3hShUCq32aPiuERRY9ElcKcso0CqbJAtQ==
Oficio Múltiple N° 10929-2021-SBS,v1.0,Precisión respecto a la oportunidad en la que deben evaluarse los riesgos asociados a NPCI,Oficio múltiple,Vigente,SPP,,01/03/2021,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66Ar+LIbOKeBV02kcyJ2IZ6uBlj2RKUicx60SzHjwre7ANVDcFFVDPFng+9jcVGkhmBpiCLv8XmbSRrjQw3jfjydHmaZnX0KpGijU1IpweoBab1IuHgqLeLJVeyypBYoMOA==
Oficio Múltiple Nº 9973-2021-SBS,v1.0,Tasa de encaje aplicable a Fondos Bursátiles (ETF) Locales,Oficio múltiple,Vigente,SPP,,24/02/2021,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66Ar+LIbOKeBV02kcyJ2IZ6twjmbpX+4ksZngm7gOA/NpxlMY1Im1c4KfNq/5tojFoyMflHwg4hiw1F3t88fu3n1HbGBZk5juKcFrEH3EqH1JbL9V862Y27aCFZi1hAQLOQ==
Resolución SBS N° 504-2021,v5.0,"Aprueban el Reglamento para la Gestión de la Seguridad de la Información y la Ciberseguridad, modifican el Reglamento de Auditoría Interna, el Reglamento de Auditoría Externa, el TUPA de la SBS, el Reglamento de Gobierno Corporativo y de la Gestión Integral de Riesgos, el Reglamento de Riesgo Operacional, el Reglamento de Tarjetas de Crédito y Débito y el Reglamento de Operaciones con Dinero Electrónico.",Resolución,Vigente,"SF, SS, SPP",23/02/2021,19/02/2021,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66Ar+LIbOKeBV02kcyJ2IZ6uvNiOjrClS+m5+xhbmqcaYjTwDurq8RV33JiKHcLgT7C0emiq+Fs1l9m2hAeI2P0Ju2gPCN0oVgcdtEY2XrVUBC/dLFFtLtnUO+tvAwAhctA==
Resolución SBS Nº 211-2021,v4.0,Reglamento de autorización de empresas y representantes de los Sistemas Financiero y de Seguros. Vigente a partir de 01.02.2021 con excepción del artículo octavo vigente a partir del 26.01.2021.,Resolución,Vigente,"SF, SS, SPP",25/01/2021,21/01/2021,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66Ar+LIbOKeBV02kcyJ2IZ6uZOx9WNl+9rMOttTa2PqRFjn6MEbQSPeXgWLnRcUwQ89WGkF6FUTACVK64oYAtjocjsgq5pgpLpyVElm2JfU2UseE+KWa9obr4d7q9Nj/MyQ==
Circular AFP-176-2021,v1.0,Actualización del capital mínimo de las AFP para el año 2021,Circular,Vigente,SPP,26/01/2021,21/01/2021,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66Ar+LIbOKeBV02kcyJ2IZ6u7dfOn4+pVrmWVYFPZqXkPAuGm9fP5A1pik6F9xkqaSzWg3dM1qaeNE7eGDl+EIhl4bj/xJ+fFyEIkJFchIBFeLyeULVmur0DJxHh2grY26Q==
Oficio Múltiple N° 2156-2021-SBS,v1.0,Convenio de Seguridad Social suscrito entre la República del Perú y la República de Chile.,Oficio múltiple,Vigente,SPP,,14/01/2021,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66Ar+LIbOKeBV02kcyJ2IZ6vURgrOb+CJcpamKcFDwuOVeyOiRlTQIVeA9W5PNrKbOuqELjUwUFdctOSPzxuC/YXWrzymSiuh6HFyJoroUG4loATftrDatxL/V43WVdZ0aQ==
Resolución SBS N° 3276-2020,v1.0,Resolución que establece medida de excepción para la licitación del seguro previsional colectivo SISCO V,Resolución,Vigente,SPP,29/12/2020,28/12/2020,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66Ar+LIbOKeBV02kcyJ2IZ6tEFHzV1Xkuh4S0nTE1Myn79UR3tP4dHmBSd3gntUZP3/jin632Nxw6xrlBUh9Jt2PSbjecytprWVlF1isCvmKcKrG7YzjCvUqW7MO27eLl7T6784V9cE3tNZX5cxKQuMsM8e1PG4Ux0dZGDOPT7LPZ
Oficio Múltiple N° 40120-2020-SBS,v1.0,Sistema Evaluador de Invalidez. Modalidades de notificación del dictamen de invalidez y de la solicitud de apelación a las partes involucradas dentro del proceso de invalidez.,Oficio múltiple,Vigente,SPP,,09/12/2020,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66Ar+LIbOKeBV02kcyJ2IZ6tqCbBLS19QNFtOtbJ/+HoOw3q/VZ1A0iulitlSrr7Hn5mzlpQ4l9fYHBncdsY312fJw6LUHwrv2AqgZtZVRtO0+Ko22+WSF9wUqoP7vcC3dg==
Resolución SBS N° 3031-2020,v1.0,"Modifica el Procedimiento Operativo para el retiro extraordinario facultativo de fondos en el SPP establecido por Ley N° 31068, aprobado por la Resolución SBS N° 2979-2020; y el Anexo N° 1 de la Circular N° AFP-109-2010, referida a Códigos operacionales. Dicha norma entra en vigencia el 9 de diciembre de 2020.",Resolución,Vigente,SPP,03/12/2020,02/12/2020,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66Ar+LIbOKeBV02kcyJ2IZ6sA4+5q7E0UXtjaIuYG8dDXIpmpDqsiabPcVSgrDSU0wolVKuJHI0pDg35HPX0Ohcxopgw8mgCpmi4gBPROlKVETqvEF+bi41hyBfFQfMr4Bw==
Resolución SBS N° 2979-2020,v2.0,"Aprueba el Procedimiento Operativo para el retiro extraordinario facultativo de fondos en el Sistema Privado de Pensiones, establecido en la Ley N° 31068. Dicha norma entra en vigencia el 9 de diciembre de 2020.",Resolución,Vigente,SPP,28/11/2020,27/11/2020,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66Ar+LIbOKeBV02kcyJ2IZ6vpYtnl4fDA52ZgDHlkVEQFoe+YwWRCvsu6o1qcpVxlXYh53mNkI5VwnaVHZu64ztzefBNd3jZRw9RCN1XI5YrMXjjJ+PxikkJ/jhYgERE9GA==
Resolución SBS N° 2894-2020,v1.0,"Modifican las ¿Normas Complementarias y Procedimientos Operativos Aplicables al Régimen de Reprogramación de Aportes al Fondo de Pensiones (REPRO-AFP) - DL 1275¿, aprobadas por la Res. N° 2678-2017.",Resolución,Vigente,SPP,20/11/2020,19/11/2020,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66Ar+LIbOKeBV02kcyJ2IZ6vE6Q2VHaUnE/WX3o8fCg4W/IBR+EWpZz70eujt9lpqX10wvqD8AZ9Fq2OuuoWJyOq51kEjpUIo+5pB94SRAvp1hJUAd4CXlMSyrGV0i8S0zg==
Circular AFP-175-2020,v1.0,"Establecen las Bases de la Quinta Licitación de Afiliados, Ley Nº 29903.",Circular,Vigente,SPP,13/11/2020,12/11/2020,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66Ar+LIbOKeBV02kcyJ2IZ6seF9p+TTxQHNSJGFIcut9AL5f2x0K/LpgzRMuQrHO+jhEBJIc1l4waEzb9NcAeysd8Zkg/o/p1AlRXtvISzSDtW5msnhl35N+tUZbL21DsJQ==
Resolución SBS N° 2803-2020,v1.0,"Se modifica el Título VII del Compendio de Normas de Superintendencia Reglamentarias del SPP, referido a Prestaciones.",Resolución,Vigente,SPP,13/11/2020,11/11/2020,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66Ar+LIbOKeBV02kcyJ2IZ6tmiRMlNu31mYSX/Cn3EjetegzNNfOghmM6XZYDoNRhyF1y/CKqMHn9FcpDsvTXB1toTBFRkTQG7wYMNGUB8hOG7apyfXmNkPTOGdaBj2XYqA==
Resolución SBS Nº 2751-2020,v1.0,"Se modifica el Título V del Compendio de Normas de Superintendencia Reglamentarias del SPP, y el Manual de Contabilidad para las Carteras Administradas; asimismo, se derogan los oficios circulares Nº 045-98-EF/SAFP y Nº 043-99-EF/SAFP.",Resolución,Vigente,SPP,09/11/2020,06/11/2020,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66Ar+LIbOKeBV02kcyJ2IZ6sKyy7z38w1QulgIfN8sMsIziko+U50cDCx6BBfurzzpSz+9TXsf9VNl5WMF6VCt8UflNIIu1DlPinCLMHkksYn0LY9S6cHbh4qMoktD2N5Vw==
Resolución SBS N° 2716-2020,v1.0,"Modifican el Título VII del Compendio de Normas de Superintendencia Reglamentarias del Sistema Privado de Administración de Fondos de Pensiones, referido a Prestaciones",Resolución,Vigente,SPP,05/11/2020,04/11/2020,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66Ar+LIbOKeBV02kcyJ2IZ6uym+d9uaXySQe1yoFLZX/E7+CE1K/ap3BHZXmTLriDEaCpAsj/wyEdtCohyHn6AgJSqjqnYKeCNbltuaSoj1QIKAEGqUhXKq2Yx3AZyetJ3BSo0AmxrNRC3ysDwdDEa8Wdem/YwJlIBb/ioerna0wU
Circular AFP-174-2020,v1.0,Precisiones para la determinación del Menoscabo Global de la Persona (MGP) en la emisión de dictámenes de invalidez,Circular,Vigente,SPP,26/10/2020,22/10/2020,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66Ar+LIbOKeBV02kcyJ2IZ6ufNvOBi7HFN8l5l6tSxi0C2E+AJ/ENbb0uOgkL0ZfesWBivHUkpbAyOBnPqHyat2gCPOX4p3QlNhimIl1OJGfzUVWvC6JMahZZ3Hs8V4j2rjtLaTHO+bvdeKOyPJxF7Xk=
Oficio Múltiple N° 22164-2020-SBS,v1.0,Plataforma Virtual de interposición de apelaciones ante el COMEC.,Oficio múltiple,Vigente,SPP,,31/08/2020,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66Ar+LIbOKeBV02kcyJ2IZ6tFTGwWzYbAxEKG/5+/4N+kslCMC7vON6rGCZlyDzXAHy0kORT+RHdTiGfC3NweK/SX8HXa5qTuasfnA+6Tbsirj4te8HiPkz2zEZeDW7sGqQ==
Oficio Múltiple N° 19483-2020-SBS,v1.0,Disposiciones referidas a las medidas dispuestas durante el estado de emergencia nacional mediante Oficios Múltiples N° 11167-2020-SBS y N° 11170-2020-SBS,Oficio múltiple,Vigente,"SF, SS, SPP",,12/08/2020,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66PIwO9B2GmahyzPxCppervrgzmnOk6Fkjzto5hNGti7DHewnDYceGAJQ0aPcQ6YcK7+0gnyI3CMQahOKfciUU3ezZjU20JZNLfDF+0761bIKrNXU7W5tm4mc+XND+qZYWg==
Oficio Múltiple N° 16716-2020-SBS,v1.0,Desistimiento en los procedimientos de pensiones y beneficios al interior del SPP.,Oficio múltiple,Vigente,SPP,,13/07/2020,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66Ar+LIbOKeBV02kcyJ2IZ6sU4KIloGAlS3XVWcIYARe03UWGv7z916gyRnHMcRU1Z5+3Kxzjyec7tbZKu+5fTa0wMTgA2AeF7B00GptqnVkF0Xm5mxb1k2sYNF5UvRMbKw==
Oficio Múltiple N° 16440-2020-SBS,v1.0,Nueva fecha para la remisión de los informes de eventos de interrupción significativa de operaciones a través del SIRIS,Oficio múltiple,Vigente,SPP,,08/07/2020,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66Ar+LIbOKeBV02kcyJ2IZ6vUjuTi9G3sDfstN137mZHlM7oY7KGUMbrj2LW9H+NVud5s61udbBwAttzDc9KoJojC30A6h2VwxOHAnN4mX93X/tlgoiLzpYVe8GRC6ApgOw==
Resolución SBS Nº 1771-2020,v1.0,"Modifica la Norma que regula los servicios que brinda la SBS a los ciudadanos y la atención de denuncias contra las empresas supervisadas, la Norma que regula la Constancia de depósitos u otros productos pasivos de personas fallecidas y el TUPA de la SBS.",Resolución,Vigente,"SF, SS, SPP",08/07/2020,07/07/2020,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66PIwO9B2GmahyzPxCppervoSe7g9YQDhYZNQviratZa3oMaSeQ6Ix5fUv70CA0lhMPRkIETsIQj0rjVDC6OF6bi61JwXz/OkLId0uw7J9OA8z7lMa7nEbeZFxTcAhUJixQ==
Resolución SBS N° 1755-2020,v1.0,"Modifican Manual de Evaluación y Calificación del Grado de Invalidez (MECGI) del Título VII del Compendio de Normas de Superintendencia Reglamentarias del SPP, referido a las Normas de Evaluación y Calificación del Grado de Invalidez",Resolución,Vigente,SPP,03/07/2020,02/07/2020,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66PIwO9B2GmahyzPxCppervrh6MrVnFNNwN1VBHlg0hT82v/5IZaqU278qxNt9JsGUzXqaAnZYffzKT6bhGJAgYd/Ej2PYfGvyDtB7OnCgzOPkfoIpRqhpXEd30qdJVUDNw==
Resolución SBS Nº 1743-2020,v2.0,Modifican la Resolución SBS Nº 3329- 2019 y el Reglamento de Gestión de Riesgos de Lavado de Activos y del Financiamiento del Terrorismo aprobado por Resolución SBS Nº2660-2015.,Resolución,Vigente,"SF, SS, SPP, LA/FT_SBS",01/07/2020,30/06/2020,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66PIwO9B2GmahyzPxCppervrgYAHQj7Eut6RDXWwsipQV4Ow3nZrneBIjz9KclzMNJIwemOuwvcFkAOzcssWZwvfBW3CwIwY7TkEEBBOk9HTkgwO36UBUzxMgeqCss7Bfkw==
Resolución SBS N° 1536-2020,v1.0,"Modifican la Res. SBS N° 877-2020, que aprobó el Reglamento para la Gestión de la Continuidad del Negocio y la Res. SBS Nº 5570-2019.",Resolución,Vigente,"SF, SS, SPP",08/06/2020,05/06/2020,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66PIwO9B2GmahyzPxCppervoJZtCZW0F+nenrIqBNjGHvqRrNL26mLkK9ugIsZH0etiSlTpA8MlGgpQTjX47Si6gAenyIqF/o9impQ82Pflzc7nfB80qNTCw2dCWKAm+EEw==
Resolución SBS N° 1537-2020,v1.0,Amplían suspensión del cómputo de plazos administrativos relacionados con funciones y atribuciones de la SBS y dictan diversas disposiciones,Resolución,Vigente,"SF, SS, SPP, COOPAC, AFOCAT, LA/FT_SBS",08/06/2020,05/06/2020,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66PIwO9B2GmahyzPxCppervoWO26VYYTSlq6iCr0Bq7jICf4SoDxKJ5JUzRJE4aPWUw/8qR3b0/cvsDQANKDMqIwAVMGA7zA+LTIP4qmc9HxxxsMYda4ZNNYdd3Qv20i1cw==
Resolución SBS Nº 1407-2020,v1.0,Amplían la suspensión del cómputo de plazos dispuesta mediante Resolución SBS Nº 1259- 2020 y dictan otras disposiciones.,Resolución,Vigente,"SF, SS, SPP, COOPAC, AFOCAT, LA/FT_SBS",26/05/2020,25/05/2020,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66PIwO9B2GmahyzPxCppervr0/rHTWwgULf1JXQG1FTjf2bZw71dycnP4ISBLyKWP7t1Qc1RxzVZgd+hOTApswtmNmZ6EQoujLQznPKhDMFtwEDDPRl1uc1h1VBtEMFMToQ==
Oficio Múltiple N° 13464-2020-SBS,v1.0,Modificaciones contables y códigos operativos- Cartera Administrada,Oficio múltiple,Vigente,SPP,,25/05/2020,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66Ar+LIbOKeBV02kcyJ2IZ6tEPwE4v54cQ8/6CRhWjGvW75mf31EhFOxlrZOogTwqTp9dyxctk5E8l9nD+LkPhfOaaTOXFufuQJ+kaL/ct4YU0CdBLidI0yI/ZqGNiB4DGg==
Resolución SBS N° 1352-2020,v1.0,Aprueban el Procedimiento Operativo para el retiro extraordinario facultativo de fondos en el Sistema Privado de Pensiones,Resolución,Vigente,SPP,11/05/2020,08/05/2020,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66PIwO9B2GmahyzPxCppervpmJ0NXtlXgBem6PtN001AjX4dN6RrZRbxk2alpZjj4qRKojf0m3zejJC1obMvkdjnwobWNFjHiouqFGSVtKXC3ybtJojrMLy9ynydvvMrc5A==
Oficio Múltiple N° 12411-2020-SBS,v1.0,Medidas de simplificación y eficiencia administrativa. Decreto Supremo que mejora el marco regulatorio para el otorgamiento de prestaciones administradas por la ONP y su impacto en el SPP.,Oficio múltiple,Vigente,SPP,,01/05/2020,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66Ar+LIbOKeBV02kcyJ2IZ6vV3ZZszkllrn0aJDiJ0l0xepZEwC/bl9NqaXiCpIl+P2r4v0dB6rXrMVl7zM9tA5vjoWiQQ2na6+W6xYd4YpJJMH8WGzWg81sHLEPEXOfivQ==
Resolución SBS N° 1311-2020,v1.0,"Se amplía la suspensión del cómputo de plazos dispuesta mediante Res. SBS N° 1259-2020, relacionados con funciones, atribuciones y entrega de información de la SBS, hasta el 10 de mayo de 2020 inclusive.",Resolución,Vigente,"SF, SS, SPP, COOPAC, AFOCAT, LA/FT_SBS",27/04/2020,25/04/2020,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66PIwO9B2GmahyzPxCppervp2837kW3qL2IGxI/wdgINrrvb6TK9MCIDD1RDXsTUU0kaENtaCPYJsthIoTJ5PJ2SN6JcJC8ARlVeSpYh+Gshs4mC8/uw3cQv+gzU4eYOZxQ==
Circular AFP-173-2020,v2.0,"Establecen procedimiento operativo para el retiro extraordinario de los fondos de pensiones, establecido en el artículo 10 del Decreto de Urgencia Nº 038-2020.",Circular,Vigente,SPP,18/04/2020,17/04/2020,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66PIwO9B2GmahyzPxCppervp1KszQc/K1HSXK9k/zrEpxOLkSIvjic/4DRo82dQhTc+HOcVeAoipqixHoH5+jpa9LikS58OO/0chiEOE214jmnsOmXFU3ag9kowFzIo4kSw==
Oficio Múltiple N° 11782-2020-SBS,v1.0,Precisiones a la Circular N° AFP-172-2020,Oficio múltiple,Vigente,SPP,,16/04/2020,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66PIwO9B2GmahyzPxCppervpiFombv1SsREyHF3fPvZgvDVnC+XHSr0IK2RYM0fOZ2QoAfyfILwqvfvhMgxEZJsGXa43QKezuxlYlWHH7SoTodxXqpNU2vrFj7VoXPQHuPg==
Resolución SBS N° 1280-2020,v1.0,Amplían suspensión del cómputo de plazos a los que se refiere la Resolución de Superintendencia Nº 1268-2020.,Resolución,Vigente,"SF, SS, SPP, COOPAC, AFOCAT, LA/FT_SBS",14/04/2020,11/04/2020,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66PIwO9B2GmahyzPxCppervrQ/CA0G8EfAqQXDvfGaJqXv8HvQee0+5VjfOmtNNDRNtM96R9g15I1yVv83brmvJ7oLv64Vk1fS7xGRCjYbsBJJrEL+xlqmeph0NBE3n32xw==
Circular AFP-172-2020,v1.0,"Procedimiento operativo para el retiro extraordinario de los fondos de pensiones, establecido en el Decreto de Urgencia N° 034-2020",Circular,Vigente,SPP,02/04/2020,01/04/2020,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66PIwO9B2GmahyzPxCppervqq2raP+hOol4zdxBiMXHxwHA8R9xagWE98wOX+9V7Eg4G58LuSPz/b4NFONlSUUzUOn9fv0/fRoeh9PptchlPDFBqZ/jc97ZJ7F/qMthJNnw==
Resolución SBS N° 1268-2020,v1.0,"Amplían la suspensión del cómputo de plazos administrativos relacionados con las funciones y atribuciones que corresponden a la SBS, incluyendo los establecidos a los que se refieren los artículos 252 y 253 del TUO de la Ley N° 27444.",Resolución,Vigente,"SF, SS, SPP, COOPAC, AFOCAT, LA/FT_SBS",29/03/2020,27/03/2020,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66PIwO9B2GmahyzPxCppervoVmWKNktG41WtqqBJQNo6THYwMg1S7VtYe99PRtpV5mtAInWMrWRV8oNopCjDDJ0dPOA7CpTGwa1fUYida7ghKK5/3/ZtQL+zSltPuYrrHXg==
