numero_norma,version,sumilla,tipo,estado,sistema,fecha_publicacion,fecha_emision,enlace
Oficio Múltiple N° 2744-2021-SBS,v1.0,Informe de gestión de riesgos técnicos para las AFOCAT,Oficio múltiple,Vigente,AFOCAT,,18/01/2021,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66Ar+LIbOKeBV02kcyJ2IZ6umdqaqZIuI4BtlTAYudk2E4+oVWzI8Mc5jgLLCxwqa6UH9kNZGmKLE/6P6m4e7Rp0Mdn3P5jUlrly330+tYz12spF+sYbiUjdcXOwBx/beLA==
Oficio Múltiple N° 317-2021-SBS,v1.0,Cumplimiento de las condiciones de acceso al Registro AFOCAT de los miembros del Consejo Directivo y/o Gerente General y/o Administrador,Oficio múltiple,Vigente,AFOCAT,,04/01/2021,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66Ar+LIbOKeBV02kcyJ2IZ6tqUxH7fT9rxrXiTpN0xFVHVv5sUHFbiLj0yue4m8KhQhk/ln2Sl3ZctSncWQXKoUa3pXCiQU1fyvIsKdckAU4WGis3uzHPGAqHNUCKbjonEQ==
Resolución N° 2137-2020,v1.0,"Modifican el Reglamento del Fondo de Solvencia para las AFOCAT, el Reglamento para la Administración Directa del Excedente del Fondo para Inversiones de las AFOCAT y el Texto Único de Procedimientos Administrativos - TUPA de la Superintendencia de Banca, Seguros y AFP.",Resolución,Vigente,AFOCAT,07/09/2020,02/09/2020,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66PIwO9B2GmahyzPxCppervpwbFJ92S/Fd+EH9yoGieBZR6al7u34Fak3hQNoE7Ug7NspEjhdB/IIDOpyPYdrvCAyW3jbNodHJmrWnEsj3n0q
Resolución SBS N° 1537-2020,v1.0,Amplían suspensión del cómputo de plazos administrativos relacionados con funciones y atribuciones de la SBS y dictan diversas disposiciones,Resolución,Vigente,"SF, SS, SPP, COOPAC, AFOCAT, LA/FT_SBS",08/06/2020,05/06/2020,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66PIwO9B2GmahyzPxCppervoWO26VYYTSlq6iCr0Bq7jICf4SoDxKJ5JUzRJE4aPWUw/8qR3b0/cvsDQANKDMqIwAVMGA7zA+LTIP4qmc9HxxxsMYda4ZNNYdd3Qv20i1cw==
Resolución SBS Nº 1407-2020,v1.0,Amplían la suspensión del cómputo de plazos dispuesta mediante Resolución SBS Nº 1259- 2020 y dictan otras disposiciones.,Resolución,Vigente,"SF, SS, SPP, COOPAC, AFOCAT, LA/FT_SBS",26/05/2020,25/05/2020,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66PIwO9B2GmahyzPxCppervr0/rHTWwgULf1JXQG1FTjf2bZw71dycnP4ISBLyKWP7t1Qc1RxzVZgd+hOTApswtmNmZ6EQoujLQznPKhDMFtwEDDPRl1uc1h1VBtEMFMToQ==
Resolución SBS N° 1311-2020,v1.0,"Se amplía la suspensión del cómputo de plazos dispuesta mediante Res. SBS N° 1259-2020, relacionados con funciones, atribuciones y entrega de información de la SBS, hasta el 10 de mayo de 2020 inclusive.",Resolución,Vigente,"SF, SS, SPP, COOPAC, AFOCAT, LA/FT_SBS",27/04/2020,25/04/2020,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66PIwO9B2GmahyzPxCppervp2837kW3qL2IGxI/wdgINrrvb6TK9MCIDD1RDXsTUU0kaENtaCPYJsthIoTJ5PJ2SN6JcJC8ARlVeSpYh+Gshs4mC8/uw3cQv+gzU4eYOZxQ==
Resolución SBS N° 1287-2020,v2.0,Reglamento para la administración directa del excedente del Fondo para las inversiones de las AFOCAT,Resolución,Vigente,AFOCAT,15/04/2020,14/04/2020,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66PIwO9B2GmahyzPxCppervpXevybpTHeGEYeREjr0xNOj3PgcsvxxT+ZVjLXu+koNNF7iqBgxR1kT1OfI6QB+rF7n4qsLBgcTQKAODgP9BPV
Resolución SBS N° 1280-2020,v1.0,Amplían suspensión del cómputo de plazos a los que se refiere la Resolución de Superintendencia Nº 1268-2020.,Resolución,Vigente,"SF, SS, SPP, COOPAC, AFOCAT, LA/FT_SBS",14/04/2020,11/04/2020,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66PIwO9B2GmahyzPxCppervrQ/CA0G8EfAqQXDvfGaJqXv8HvQee0+5VjfOmtNNDRNtM96R9g15I1yVv83brmvJ7oLv64Vk1fS7xGRCjYbsBJJrEL+xlqmeph0NBE3n32xw==
Resolución SBS N° 1268-2020,v1.0,"Amplían la suspensión del cómputo de plazos administrativos relacionados con las funciones y atribuciones que corresponden a la SBS, incluyendo los establecidos a los que se refieren los artículos 252 y 253 del TUO de la Ley N° 27444.",Resolución,Vigente,"SF, SS, SPP, COOPAC, AFOCAT, LA/FT_SBS",29/03/2020,27/03/2020,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66PIwO9B2GmahyzPxCppervoVmWKNktG41WtqqBJQNo6THYwMg1S7VtYe99PRtpV5mtAInWMrWRV8oNopCjDDJ0dPOA7CpTGwa1fUYida7ghKK5/3/ZtQL+zSltPuYrrHXg==
Resolución SBS N° 1259-2020,v1.0,"Suspensión de plazos administrativos relacionados con las funciones y atribuciones que corresponden a esta Superintendencia, en el marco del ¿Estado de Emergencia Nacional¿ (Decreto Supremo N° 044-2020-PCM )",Resolución,Vigente,"SF, SS, SPP, COOPAC, AFOCAT, LA/FT_SBS",20/03/2020,16/03/2020,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66PIwO9B2GmahyzPxCppervpVeFFAfBXRrJevDFjPinrGsOnkST+R0Z7ErO5Gii7zoomgpBQtz7hYRbFtmsN5vdCvvuCmKqyD7qh3vvV4VG6QBY7cSoAMCG5O/Ua1X1TV3w==
Oficio Múltiple N° 11157-2020-SBS,v1.0,Precisiones sobre la continuidad de negocios y la remisión de información,Oficio múltiple,Vigente,AFOCAT,,16/03/2020,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66PIwO9B2GmahyzPxCppervoNBSqFIHnxZ+bbk82Z4awSQJtBZyukeZELDoP2ZRp6z5ehOLc3hRHpN3hq3apKlAfEAygJ/VbrnAyQ70zdknXKCizjjyjI8ukAL7Vpj1nf/g==
Resolución SBS N° 5624-2019,v2.0,Aprueban Reglamento de Acceso y Mantenimiento de Inscripción en el Registro de las Asociaciones de Fondos Regionales o Provinciales contra Accidentes de Tránsito (AFOCAT),Resolución,Vigente,AFOCAT,29/11/2019,28/11/2019,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66PIwO9B2GmahyzPxCppervp3lxNp0XZAIbo3mE1dkeDjgQDSClykmD0UmWUMAGy+DfQv2HpWbpqbtr0bAklu2/pMEa9ybbb7xMcI5Q4K96d01uEL+5RNMavlb1m59N767A==
Oficio Múltiple N° 21664-2019,v1.0,Plazo de prescripción liberatoria para el pago de indemnizaciones,Oficio múltiple,Vigente,AFOCAT,,06/06/2019,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66PIwO9B2GmahyzPxCppervpegdeSEBZuQsuTelLNodGXOI7F1N8LYH1rAwcNb/eLunQOxlA62y8TYgBwqmGNXMxCbdfZcJP97DY/jFXtU725
Oficio Múltiple 8571-2019-SBS,v1.0,Remisión de información financiera a través del Sistema de Envío de Información AFOCAT,Oficio múltiple,Vigente,AFOCAT,,04/03/2019,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66Ar+LIbOKeBV02kcyJ2IZ6vIYAhiqCxW/OF6cFCp4xeM2O5S1zOgGDrY61Ud2I7sw3D3IlGTa1dz5QQHmMfxAmlxzhjVh12spQP366lKda005sELzx0iZO0dm2GmV4ZDqQ==
Resolución SBS N° 401-2019,v1.0,Aprueban el Reglamento de gestión de riesgos técnicos para las AFOCAT,Resolución,Vigente,AFOCAT,07/02/2019,31/01/2019,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66PIwO9B2GmahyzPxCppervoqY4qzmqAlMMGMqJjnk0FgYcJtiknL+0WwK4wMGZM7WgNxFyeNeS95AL141LjLhFfpx8hh9Qj7tATvmsiIO1xDl/k+GVO9CXjYH67JOqwpEQ==
Circular AFOCAT-13-2018,v1.0,Indemnizaciones por muerte no reclamadas por los beneficiarios de las víctimas de accidentes de tránsito cubiertos por el Certificado contra Accidentes de Tránsito (CAT),Circular,Vigente,AFOCAT,14/07/2018,12/07/2018,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66PIwO9B2GmahyzPxCppervo1ZMdrbhTvE5FTFLQFIfUFPnLEpN2xl/+G4wKioFHxX1oC2/sup1Z9+n1FGOvoa5uUi7nzsErpSgpHbIr+mlx2yLn239XyGCPe2m/jgjWzxg==
Resolución SBS N° 1591-2018,v1.0,Aprueban el Reglamento de Notas Técnicas para las Asociaciones de Fondos Regionales o Provinciales contra Accidentes de Tránsito - AFOCAT,Resolución,Vigente,AFOCAT,27/04/2018,24/04/2018,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66PIwO9B2GmahyzPxCppervoXFwQVosoaowv9uCYvPnMd8Qi7GDguifyYxT8CnE7CGmK4lMuN56v/HXhNJEB0/lQ8NA+oQOdXfA5Q25wok7rFZsiDKH0iG3RebzbDB5IaW4PBf8ly1BGu0mYOgijk+5H4iD/scA+Q+neKPHypz1AN
Oficio Múltiple N° 4759-2018-SBS,v1.0,Guía básica para la presentación de lo Estados Financieros,Oficio múltiple,Vigente,AFOCAT,,08/02/2018,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66Ar+LIbOKeBV02kcyJ2IZ6t9gAIrgjMorxSS8uTyTwyaqOyoY8lTX4S4E5d5G2slgvZrvbIo7x1I8Hc9C/DUnen6u49ob3EYybECH5b7yTi84L/Mors9bNbbzkq1V67Rhg==
Oficio Múltiple N° 4737-2018-SBS,v1.0,Registro de Siniestros Avisado en los Estados Financieros de la AFOCAT,Oficio múltiple,Vigente,AFOCAT,,08/02/2018,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66Ar+LIbOKeBV02kcyJ2IZ6tqpKm6bv2X753E12oun56TKr+2XmSMj/uWkOhQItlsJpEEW8eQU3ZxbYKFFDY0B0rdJ3FC5/QfVqP14Jxam2fgpDKTztsmEC74fu3IwYbvrg==
Oficio Múltiple N° 40707-2017-SBS,v1.0,Fondo de Compensación del SOAT y del CAT,Oficio múltiple,Vigente,AFOCAT,,22/11/2017,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66Ar+LIbOKeBV02kcyJ2IZ6tgSJZH74F9JN53sZfiN47qqausj7ba/0TDnO1YqZx3nYPyQkiEJ8hn8nHZoSA+DDY+4rca7aH1ScaY364T8QpVGdhBSLTFKPk5bLALokaHUg==
Circular AFOCAT-012-2017,v1.0,Modifica Circular N° AFOCAT-011-2017,Circular,Vigente,AFOCAT,01/06/2017,30/05/2017,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66PIwO9B2GmahyzPxCppervr5I0pKoQZ7dWQZ14PqG4EuSLRJ5VtgJoSlsxg9VCQohqOklqB/90p2Xoq1xRjYjH0W5Sxx+NtpWEp9kHSpL2sN4J+G8y9L2oc3quqnfeN41g==
Resolución SBS N° 931-2017,v2.0,Reglamento del Fondo de Solvencia para las AFOCAT,Resolución,Vigente,AFOCAT,04/03/2017,01/03/2017,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66PIwO9B2GmahyzPxCppervpbcpaXGuGKEjokPTyhwHrUq+dz0OsljnJQj7JnnAa7jB8Cj1l+RD0foJA7N0+bTnl/ztulhkSVhZGd6Osv33Um
Circular AFOCAT-11-2017,v2.0,Prórroga de Contrato de Fideicomiso suscrito con COFIDE,Circular,Vigente,AFOCAT,16/01/2017,12/01/2017,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66PIwO9B2GmahyzPxCppervpScY+ZzOxoUC63/ZVZ+/KjtK1D17kHa8x8Sygwu4HeF9buw6G+Jt37D8MueA+j9WzMaSj9EOja0kCBFaU4s0wYhOvq25Dr2X4C7sdVLXsVQQ==
Oficio Múltiple N° 30332-2016-SBS,v1.0,Pago de indemnizaciones o beneficios por SOAT o CAT,Oficio múltiple,Vigente,"SS, AFOCAT",,11/08/2016,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66PIwO9B2GmahyzPxCppervrh0B1QgwPx4QmYvi4JWCMmXKg/MZwqvRkYiYrsJHxRQeIHUOby4+mnnKMKg29c6byu4/VwdBrxMTUBxj1LxBzghwzejQTmiFkqIumefW+u4w==
Oficio Múltiple Nº 5369-2015-SBS,v1.0,Valor de la UIT a considerar para el pago de indemnizaciones,Oficio múltiple,Vigente,AFOCAT,,12/02/2015,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66Ar+LIbOKeBV02kcyJ2IZ6vMolFWwtXZpJP6NtZmJKPUWjBf1gz3uOPAqw0b1qZHJo1/mI2yQb3EGy4N5VNJFuY49dldB2YDRKeF5xP5wymvyboK3858qnAJ5xBAcs8/RA==
Circular AFOCAT-010-2015,v1.0,Contrato de Fideicomiso suscrito con COFIDE,Circular,Vigente,AFOCAT,10/01/2015,07/01/2015,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66PIwO9B2GmahyzPxCppervrhA/0lY+4O5nYWjmCurXvNpI/yzGjYKm6gLl202MmWrlcMQqsDJoyQn8ON8bEl1ibDvXXDd2XgXOjA+8E4fbRuu0GjKwsHnyY6ScIyQDpH0g==
Resolución SBS N° 8120-2014,v1.0,"Modifican el cuadro de ""Información Contable"" de la Resolución SBS N° 16119-2009, mediante el cual se aprobaron las normas para la elaboración y presentación de los estados financieros correspondientes a las AFOCAT y los Fondos que administran.",Resolución,Vigente,AFOCAT,09/12/2014,03/12/2014,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66PIwO9B2GmahyzPxCppervo3MmXRfOLZzqWR9wU2QinXlmLcb0wDrbKM5r0duj6aCjn7DBVWoKUwbi588T1iFvRbPsLFocGyGoN9gL76Ht8IWSPt5/M36qYsffuRkAD9qA==
Circular AFOCAT-009-2014,v1.0,Aportes de las AFOCAT al Fondo de Compensación del SOAT y del CAT y Transferencia de los beneficios no cobrados del SOAT y el CAT,Circular,Vigente,AFOCAT,20/08/2014,15/08/2014,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66ErfvO2F85MtwgyyDGaT+fDvIZnUo2/gGZ/BARONl0aPOxnmIkAGmMt6dHAht39apirnpFP11sVFvmk0XwDbgZOYniPy8JETNTEQQ7tkZoSv69mOmKU4ju0+xzBT/mblmw==
